,area_type,location,total_sqft,bath,balcony,price,bhk
768,Super built-up  Area,Koramangala,1750.0,3.0,2.0,130.0,3.0
769,Super built-up  Area,Marathahalli,1215.0,2.0,1.0,67.0,2.0
771,Super built-up  Area,Vishwapriya Layout,820.0,2.0,1.0,30.0,2.0
772,Super built-up  Area,Banashankari Stage VI,1177.5,2.0,0.0,59.935,2.0
773,Super built-up  Area,Battarahalli,1779.0,3.0,2.0,89.61,3.0
774,Built-up  Area,other,1105.0,2.0,2.0,58.0,2.0
780,Super built-up  Area,Kammasandra,674.0,2.0,1.0,33.0,2.0
781,Super built-up  Area,Kaggadasapura,1185.0,2.0,1.0,41.0,2.0
782,Super built-up  Area,Thanisandra,445.0,1.0,0.0,28.0,1.0
784,Super built-up  Area,HSR Layout,1475.0,3.0,2.0,75.0,3.0
786,Super built-up  Area,Koramangala,1120.0,2.0,0.0,65.0,2.0
791,Super built-up  Area,Bannerghatta Road,1179.0,2.0,1.0,66.02,2.0
792,Super built-up  Area,Thanisandra,1296.0,2.0,2.0,83.0,2.0
793,Built-up  Area,Kaggadasapura,1275.0,2.0,2.0,52.0,2.0
795,Super built-up  Area,Kathriguppe,1400.0,2.0,2.0,77.0,3.0
796,Super built-up  Area,Gottigere,1222.0,2.0,1.0,63.0,2.0
799,Super built-up  Area,Tumkur Road,1779.0,3.0,2.0,112.0,3.0
802,Super built-up  Area,Haralur Road,1056.0,2.0,1.0,61.0,2.0
803,Super built-up  Area,7th Phase JP Nagar,1100.0,2.0,0.0,46.0,2.0
804,Built-up  Area,Arekere,920.0,2.0,1.0,40.0,2.0
806,Built-up  Area,Padmanabhanagar,1176.0,2.0,0.0,62.0,2.0
812,Super built-up  Area,Vittasandra,1246.0,2.0,1.0,67.3,2.0
813,Super built-up  Area,Anandapura,1141.0,2.0,1.0,42.79,2.0
814,Built-up  Area,Hennur Road,1157.0,2.0,1.0,84.0,2.0
815,Super built-up  Area,Chandapura,1025.0,2.0,2.0,27.68,2.0
816,Built-up  Area,Yelahanka New Town,650.0,1.0,2.0,33.0,1.0
817,Super built-up  Area,Hebbal,1349.0,2.0,1.0,98.0,2.0
822,Super built-up  Area,Varthur,1091.0,2.0,1.0,34.9,2.0
824,Built-up  Area,7th Phase JP Nagar,918.0,2.0,1.0,50.49,2.0
827,Super built-up  Area,Yelahanka,1705.0,3.0,2.0,95.0,3.0
829,Super built-up  Area,Kanakpura Road,525.0,1.0,1.0,30.0,1.0
830,Built-up  Area,Whitefield,1447.0,2.0,1.0,83.0,2.0
832,Super built-up  Area,7th Phase JP Nagar,1450.0,2.0,1.0,100.0,3.0
834,Built-up  Area,Vasanthapura,1022.0,2.0,2.0,40.0,2.0
835,Built-up  Area,Hebbal,1000.0,2.0,2.0,45.0,2.0
836,Super built-up  Area,Electronic City,1128.0,2.0,1.0,68.75,2.0
843,Super built-up  Area,7th Phase JP Nagar,1040.0,2.0,1.0,39.52,2.0
844,Super built-up  Area,Kadugodi,1198.0,2.0,2.0,58.0,2.0
846,Super built-up  Area,Sarjapur  Road,1691.0,3.0,2.0,113.0,3.0
850,Super built-up  Area,Bannerghatta Road,1122.5,2.0,0.0,58.935,2.0
851,Super built-up  Area,Mallasandra,1665.0,3.0,2.0,86.58,3.0
853,Built-up  Area,Brookefield,1142.0,2.0,2.0,70.0,2.0
856,Super built-up  Area,Kothannur,1853.0,3.0,2.0,82.0,3.0
858,Super built-up  Area,Kasturi Nagar,1567.0,2.0,2.0,92.0,2.0
859,Super built-up  Area,Talaghattapura,1090.0,2.0,1.0,27.24,2.0
863,Built-up  Area,Subramanyapura,1200.0,2.0,2.0,52.0,2.0
864,Built-up  Area,Kodichikkanahalli,995.0,2.0,1.0,41.0,2.0
865,Super built-up  Area,Magadi Road,884.0,2.0,1.0,41.1,2.0
868,Super built-up  Area,KR Puram,1225.0,2.0,1.0,46.55,2.0
869,Super built-up  Area,Electronic City,1342.0,2.0,1.0,73.3,2.0
870,Built-up  Area,Uttarahalli,1345.0,2.0,1.0,67.0,2.0
871,Built-up  Area,Kodigehaali,1320.0,3.0,0.0,65.0,3.0
873,Super built-up  Area,Raja Rajeshwari Nagar,1140.0,2.0,1.0,49.39,2.0
874,Super built-up  Area,Battarahalli,1300.0,2.0,1.0,50.0,2.0
875,Super built-up  Area,Hosa Road,1652.0,3.0,2.0,85.0,3.0
877,Built-up  Area,Arekere,1740.0,2.0,2.0,95.0,3.0
878,Super built-up  Area,Electronic City,1360.0,2.0,1.0,71.0,3.0
881,Super built-up  Area,Sarjapur  Road,1278.0,2.0,2.0,95.0,2.0
882,Super built-up  Area,Electronic City Phase II,630.0,1.0,1.0,40.0,1.0
884,Plot  Area,other,1200.0,3.0,0.0,95.0,3.0
886,Super built-up  Area,Chandapura,582.5,1.0,0.0,15.135,1.0
893,Built-up  Area,Ramamurthy Nagar,1050.0,2.0,0.0,37.0,2.0
894,Super built-up  Area,other,1180.0,2.0,1.0,69.0,2.0
896,Super built-up  Area,7th Phase JP Nagar,1070.0,2.0,1.0,42.79,2.0
898,Plot  Area,Varthur,1000.0,1.0,1.0,70.0,1.0
899,Built-up  Area,Whitefield,1897.0,3.0,2.0,130.0,3.0
900,Super built-up  Area,Magadi Road,1005.0,2.0,1.0,55.78,2.0
901,Super built-up  Area,Green Glen Layout,1575.0,3.0,2.0,125.0,3.0
902,Super built-up  Area,Subramanyapura,975.0,2.0,1.0,65.0,2.0
903,Super built-up  Area,Hennur Road,1904.0,3.0,2.0,120.0,3.0
904,Super built-up  Area,Kengeri Satellite Town,930.0,1.0,1.0,30.0,1.0
905,Super built-up  Area,Kanakpura Road,525.0,1.0,1.0,26.0,1.0
906,Super built-up  Area,other,686.0,1.0,1.0,17.0,1.0
910,Super built-up  Area,Harlur,1174.0,2.0,1.0,69.0,2.0
914,Super built-up  Area,Jigani,918.0,2.0,2.0,52.0,2.0
916,Super built-up  Area,Sarjapur  Road,1800.0,3.0,2.0,110.0,3.0
919,Built-up  Area,Bannerghatta Road,793.0,2.0,1.0,45.0,2.0
920,Super built-up  Area,Jakkur,1710.0,3.0,2.0,107.0,3.0
921,Super built-up  Area,Kambipura,1082.0,2.0,1.0,57.5,3.0
929,Built-up  Area,Konanakunte,884.0,1.0,0.0,58.0,2.0
931,Super built-up  Area,Marathahalli,1019.0,2.0,2.0,49.86,2.0
942,Built-up  Area,Attibele,400.0,1.0,1.0,11.0,1.0
943,Built-up  Area,Kundalahalli,1047.0,2.0,1.0,82.0,2.0
944,Super built-up  Area,other,1282.0,2.0,2.0,87.0,2.0
945,Super built-up  Area,NGR Layout,1020.0,2.0,1.0,45.9,2.0
951,Built-up  Area,other,1500.0,2.0,2.0,95.0,3.0
952,Super built-up  Area,Sahakara Nagar,1500.0,2.0,2.0,95.0,3.0
955,Super built-up  Area,Hosa Road,1639.0,3.0,1.0,80.0,3.0
957,Super built-up  Area,Raja Rajeshwari Nagar,1303.0,2.0,2.0,55.79,2.0
959,Super built-up  Area,Kammasandra,657.5,1.0,0.0,18.41,1.0
964,Super built-up  Area,Seegehalli,901.0,2.0,1.0,35.14,2.0
966,Built-up  Area,Sarjapur,900.0,2.0,1.0,42.0,3.0
967,Super built-up  Area,BEML Layout,1060.0,2.0,1.0,55.0,2.0
968,Super built-up  Area,NGR Layout,1020.0,2.0,1.0,48.45,2.0
969,Super built-up  Area,Varthur,1535.0,3.0,2.0,65.99,3.0
970,Built-up  Area,other,530.0,1.0,1.0,20.0,1.0
974,Super built-up  Area,Uttarahalli,1175.0,2.0,2.0,47.0,2.0
978,Built-up  Area,Giri Nagar,650.0,2.0,0.0,42.0,2.0
979,Super built-up  Area,Marathahalli,1325.0,2.0,2.0,71.55,2.0
981,Super built-up  Area,Jakkur,1396.0,2.0,1.0,86.51,3.0
983,Super built-up  Area,Thanisandra,1825.0,3.0,2.0,100.0,3.0
984,Super built-up  Area,7th Phase JP Nagar,1190.0,2.0,1.0,49.98,2.0
985,Super built-up  Area,Marathahalli,1220.0,2.0,1.0,56.5,2.0
986,Super built-up  Area,NRI Layout,1565.0,2.0,2.0,75.0,3.0
987,Super built-up  Area,Hennur Road,1891.0,3.0,1.0,109.0,3.0
989,Super built-up  Area,Hosa Road,1161.0,2.0,1.0,55.15,2.0
990,Super built-up  Area,Sarjapur,649.5,1.0,0.0,17.535,1.0
993,Super built-up  Area,Yeshwanthpur,665.0,1.0,1.0,36.85,1.0
994,Super built-up  Area,Mysore Road,1175.0,2.0,1.0,73.5,2.0
995,Built-up  Area,Hoodi,1425.0,2.0,2.0,80.0,2.0
996,Plot  Area,Chikkabanavar,1200.0,1.0,0.0,20.0,1.0
997,Plot  Area,ITPL,1200.0,3.0,1.0,56.12,3.0
998,Built-up  Area,Somasundara Palya,1255.0,2.0,2.0,67.0,2.0
1000,Super built-up  Area,Raja Rajeshwari Nagar,600.0,1.0,1.0,22.0,1.0
1001,Super built-up  Area,Haralur Road,1810.0,3.0,2.0,100.0,3.0
1002,Super built-up  Area,Indira Nagar,1200.0,2.0,2.0,93.0,2.0
1003,Super built-up  Area,Harlur,1033.0,2.0,2.0,49.0,2.0
1004,Super built-up  Area,ITPL,1548.0,3.0,2.0,89.5,3.0
1009,Super built-up  Area,Pattandur Agrahara,1025.0,2.0,1.0,44.5,2.0
1012,Built-up  Area,5th Phase JP Nagar,1256.0,2.0,1.0,62.8,2.0
1015,Super built-up  Area,other,1141.0,2.0,0.0,62.0,2.0
1016,Built-up  Area,Attibele,400.0,1.0,1.0,12.0,1.0
1017,Plot  Area,Chandapura,1400.0,2.0,0.0,60.0,2.0
1022,Super built-up  Area,Sahakara Nagar,1100.0,2.0,1.0,56.0,2.0
1025,Super built-up  Area,Horamavu Banaswadi,1460.0,2.0,1.0,80.5,2.0
1027,Built-up  Area,HSR Layout,1467.0,2.0,1.0,55.0,2.0
1028,Super built-up  Area,other,950.0,1.0,1.0,40.0,1.0
1029,Super built-up  Area,Vittasandra,1246.0,2.0,1.0,64.5,2.0
1030,Super built-up  Area,Kanakapura,711.0,1.0,1.0,38.0,1.0
1031,Super built-up  Area,Haralur Road,1194.0,2.0,2.0,46.0,2.0
1034,Super built-up  Area,Hoodi,1420.0,2.0,2.0,75.0,2.0
1035,Super built-up  Area,Kathriguppe,1250.0,2.0,1.0,68.75,3.0
1036,Built-up  Area,Akshaya Nagar,1280.0,2.0,2.0,58.0,2.0
1052,Super built-up  Area,HSR Layout,1140.0,2.0,2.0,46.0,2.0
1054,Super built-up  Area,Horamavu Agara,1560.0,3.0,2.0,75.0,3.0
1055,Super built-up  Area,JP Nagar,1100.0,2.0,2.0,70.0,2.0
1057,Super built-up  Area,Hebbal,1036.0,2.0,1.0,50.0,2.0
1060,Super built-up  Area,Yelahanka,1234.0,2.0,2.0,80.0,2.0
1067,Super built-up  Area,Kanakapura,929.0,2.0,1.0,46.0,2.0
1070,Super built-up  Area,Vasanthapura,1135.0,2.0,1.0,39.73,2.0
1071,Built-up  Area,other,1405.0,2.0,2.0,70.0,2.0
1077,Built-up  Area,other,1480.0,3.0,2.0,90.0,3.0
1081,Super built-up  Area,Banashankari,1470.0,2.0,1.0,88.64,3.0
1082,Super built-up  Area,Ananth Nagar,500.0,1.0,1.0,14.0,1.0
1091,Super built-up  Area,Jigani,918.0,2.0,2.0,48.0,2.0
1092,Plot  Area,other,1500.0,3.0,2.0,115.0,3.0
1093,Super built-up  Area,Yelahanka,1315.0,2.0,2.0,85.0,2.0
1095,Super built-up  Area,Uttarahalli,1390.0,2.0,2.0,62.55,3.0
1096,Super built-up  Area,Uttarahalli,1330.0,2.0,1.0,56.0,3.0
1099,Super built-up  Area,7th Phase JP Nagar,1420.0,2.0,2.0,96.0,3.0
1100,Plot  Area,other,750.0,1.0,0.0,56.25,1.0
1101,Super built-up  Area,Jalahalli East,1260.0,2.0,1.0,60.0,3.0
1102,Super built-up  Area,Hennur Road,1561.0,3.0,2.0,95.0,3.0
1106,Super built-up  Area,Haralur Road,1225.0,2.0,1.0,67.38,2.0
1110,Super built-up  Area,Hoodi,1639.0,3.0,2.0,110.0,3.0
1111,Built-up  Area,Thanisandra,1240.0,2.0,1.0,62.0,3.0
1113,Super built-up  Area,Haralur Road,1243.0,2.0,1.0,46.0,2.0
1115,Super built-up  Area,Haralur Road,1027.0,2.0,2.0,44.0,2.0
1116,Super built-up  Area,Kambipura,1082.0,2.0,1.0,56.0,3.0
1120,Super built-up  Area,Electronic City,1691.0,2.0,2.0,102.0,3.0
1126,Super built-up  Area,Choodasandra,1115.0,2.0,2.0,50.0,2.0
1127,Super built-up  Area,Mysore Road,1070.0,2.0,1.0,45.0,2.0
1131,Super built-up  Area,Mahadevpura,1192.0,2.0,2.0,75.0,2.0
1132,Super built-up  Area,Haralur Road,1920.0,3.0,1.0,115.0,3.0
1133,Super built-up  Area,Hennur,1255.0,2.0,1.0,52.32,2.0
1134,Super built-up  Area,Rajaji Nagar,1357.0,2.0,1.0,115.0,2.0
1139,Super built-up  Area,Thanisandra,1093.0,2.0,2.0,70.0,2.0
1142,Super built-up  Area,Kaikondrahalli,1039.0,2.0,2.0,80.0,2.0
1143,Super built-up  Area,Vittasandra,1246.0,2.0,1.0,64.5,2.0
1147,Super built-up  Area,Electronic City Phase II,775.0,2.0,2.0,38.0,2.0
1148,Super built-up  Area,other,1000.0,2.0,1.0,50.0,2.0
1150,Super built-up  Area,Bommasandra,1035.0,2.0,1.0,41.0,2.0
1151,Super built-up  Area,Dasarahalli,1520.0,2.0,1.0,75.0,3.0
1152,Super built-up  Area,Whitefield,1360.0,2.0,1.0,95.0,2.0
1154,Super built-up  Area,Kodigehaali,1117.0,2.0,2.0,56.0,2.0
1156,Super built-up  Area,EPIP Zone,1330.0,2.0,1.0,92.5,2.0
1158,Super built-up  Area,Electronic City,1128.0,2.0,1.0,65.49,2.0
1159,Super built-up  Area,Neeladri Nagar,1053.0,2.0,1.0,45.0,2.0
1160,Super built-up  Area,Panathur,1198.0,2.0,1.0,77.0,2.0
1161,Super built-up  Area,Marathahalli,1152.0,2.0,1.0,56.0,2.0
1163,Super built-up  Area,Frazer Town,1625.0,2.0,1.0,75.0,2.0
1166,Super built-up  Area,Kambipura,883.0,2.0,1.0,45.0,2.0
1167,Super built-up  Area,Kaggalipura,700.0,1.0,0.0,38.0,1.0
1168,Super built-up  Area,Yelahanka,1170.0,2.0,1.0,62.5,2.0
1172,Super built-up  Area,Akshaya Nagar,1897.0,3.0,2.0,120.0,3.0
1173,Super built-up  Area,Rachenahalli,996.0,2.0,1.0,67.0,2.0
1174,Super built-up  Area,Haralur Road,1875.0,3.0,2.0,110.0,3.0
1175,Super built-up  Area,other,1500.0,2.0,2.0,98.0,3.0
1179,Super built-up  Area,Yelahanka,697.0,1.0,0.0,45.0,1.0
1180,Built-up  Area,Sarjapur  Road,710.0,1.0,1.0,27.0,1.0
1182,Built-up  Area,Sompura,1025.0,2.0,1.0,48.0,3.0
1183,Super built-up  Area,Magadi Road,1000.0,2.0,0.0,46.5,2.0
1188,Super built-up  Area,Bellandur,1281.0,2.0,1.0,74.0,2.0
1189,Built-up  Area,Cooke Town,565.0,1.0,1.0,35.0,1.0
1190,Built-up  Area,Varthur,1024.0,2.0,2.0,42.0,2.0
1193,Built-up  Area,Banashankari,1300.0,2.0,2.0,75.0,3.0
1194,Built-up  Area,Doddakallasandra,1233.0,2.0,2.0,43.0,2.0
1195,Plot  Area,other,1200.0,1.0,1.0,28.0,1.0
1196,Super built-up  Area,Hosur Road,1510.0,2.0,1.0,105.0,3.0
1197,Super built-up  Area,Kaggalipura,950.0,2.0,1.0,65.0,2.0
1198,Super built-up  Area,Battarahalli,1945.0,3.0,2.0,97.42,3.0
1200,Super built-up  Area,Thanisandra,1265.0,2.0,1.0,79.0,3.0
1201,Super built-up  Area,Hebbal,1255.0,2.0,1.0,77.68,3.0
1203,Built-up  Area,Yelenahalli,1200.0,2.0,2.0,46.17,2.0
1205,Super built-up  Area,Kudlu Gate,1535.0,3.0,2.0,85.0,3.0
1207,Super built-up  Area,Chamrajpet,1475.0,2.0,2.0,120.0,3.0
1208,Super built-up  Area,Uttarahalli,1390.0,2.0,2.0,60.47,3.0
1209,Super built-up  Area,Raja Rajeshwari Nagar,1278.0,2.0,1.0,53.76,3.0
1210,Super built-up  Area,other,1133.0,2.0,2.0,55.0,2.0
1213,Super built-up  Area,Kogilu,1170.0,2.0,1.0,51.99,2.0
1215,Super built-up  Area,Whitefield,1697.0,3.0,2.0,94.79,3.0
1221,Super built-up  Area,Kasavanhalli,1349.0,2.0,2.0,78.0,2.0
1223,Super built-up  Area,7th Phase JP Nagar,1680.0,3.0,2.0,120.0,3.0
1224,Super built-up  Area,Rayasandra,1314.0,2.0,2.0,63.0,3.0
1225,Super built-up  Area,Garudachar Palya,1060.0,2.0,1.0,48.7,2.0
1226,Built-up  Area,Kalyan nagar,820.0,2.0,0.0,39.0,2.0
1231,Plot  Area,ITPL,1200.0,3.0,1.0,68.4,3.0
1235,Super built-up  Area,Yelahanka New Town,500.0,1.0,1.0,20.0,1.0
1236,Super built-up  Area,other,485.0,1.0,1.0,15.0,1.0
1237,Super built-up  Area,7th Phase JP Nagar,1050.0,2.0,1.0,42.0,2.0
1241,Super built-up  Area,Devanahalli,1408.0,2.0,2.0,85.0,2.0
1242,Built-up  Area,Uttarahalli,1150.0,2.0,1.0,49.0,2.0
1243,Super built-up  Area,Akshaya Nagar,1410.0,2.0,2.0,75.0,3.0
1248,Built-up  Area,Ramamurthy Nagar,1040.0,2.0,2.0,50.0,2.0
1249,Plot  Area,TC Palaya,1240.0,2.0,1.0,60.0,2.0
1251,Built-up  Area,Lakshminarayana Pura,1180.0,2.0,2.0,75.0,2.0
1253,Super built-up  Area,Bannerghatta Road,1400.0,2.0,2.0,78.0,2.0
1254,Super built-up  Area,Raja Rajeshwari Nagar,500.0,1.0,1.0,25.0,1.0
1261,Built-up  Area,Whitefield,1700.0,3.0,2.0,115.0,3.0
1263,Super built-up  Area,Tumkur Road,1586.0,3.0,1.0,100.0,3.0
1266,Super built-up  Area,Yelahanka,1120.0,2.0,2.0,55.0,2.0
1268,Super built-up  Area,Sarjapur  Road,1128.0,2.0,2.0,59.0,2.0
1270,Super built-up  Area,Jigani,924.0,2.0,2.0,65.0,2.0
1272,Super built-up  Area,Pai Layout,1006.0,2.0,2.0,35.0,2.0
1273,Super built-up  Area,Amruthahalli,1200.0,2.0,2.0,55.0,2.0
1274,Super built-up  Area,other,1250.0,2.0,1.0,62.0,2.0
1276,Built-up  Area,Kannamangala,957.0,2.0,1.0,56.0,2.0
1278,Super built-up  Area,other,1050.0,2.0,1.0,67.0,2.0
1283,Super built-up  Area,Electronics City Phase 1,630.0,1.0,1.0,39.0,1.0
1288,Super built-up  Area,Kengeri Satellite Town,1635.0,2.0,2.0,78.0,3.0
1289,Super built-up  Area,Mysore Road,1239.0,2.0,1.0,53.0,2.0
1290,Super built-up  Area,Haralur Road,1194.0,2.0,2.0,47.0,2.0
1291,Super built-up  Area,other,1596.0,3.0,1.0,105.0,3.0
1292,Super built-up  Area,Channasandra,1009.0,2.0,1.0,38.34,2.0
1293,Super built-up  Area,Hosa Road,1726.0,3.0,2.0,81.99,3.0
1294,Super built-up  Area,Kudlu Gate,1535.0,3.0,2.0,86.0,3.0
1295,Super built-up  Area,Banashankari Stage V,1300.0,2.0,1.0,58.5,3.0
1298,Super built-up  Area,Binny Pete,665.0,1.0,0.0,50.75,1.0
1300,Plot  Area,TC Palaya,1500.0,2.0,1.0,100.0,3.0
1301,Built-up  Area,other,925.0,2.0,2.0,48.0,2.0
1305,Super built-up  Area,Begur,1419.0,2.0,2.0,59.0,3.0
1306,Super built-up  Area,Kasavanhalli,1121.0,2.0,2.0,78.0,2.0
1308,Super built-up  Area,KR Puram,1100.0,2.0,1.0,47.0,2.0
1319,Super built-up  Area,Rachenahalli,680.0,1.0,1.0,44.0,1.0
1320,Super built-up  Area,Hebbal,1355.0,3.0,1.0,83.87,3.0
1323,Super built-up  Area,Electronic City,1070.0,2.0,1.0,56.1,2.0
1324,Plot  Area,other,1200.0,3.0,1.0,85.0,3.0
1326,Super built-up  Area,Bommanahalli,1200.0,2.0,2.0,40.0,2.0
1327,Super built-up  Area,Marathahalli,1610.0,3.0,1.0,90.0,3.0
1328,Super built-up  Area,Haralur Road,1140.0,2.0,2.0,43.0,2.0
1329,Super built-up  Area,Raja Rajeshwari Nagar,1143.0,2.0,2.0,38.65,2.0
1332,Super built-up  Area,7th Phase JP Nagar,980.0,2.0,2.0,69.0,2.0
1334,Plot  Area,Whitefield,1500.0,3.0,1.0,130.0,3.0
1335,Super built-up  Area,Whitefield,1280.0,2.0,1.0,75.0,2.0
1336,Super built-up  Area,Thanisandra,1265.0,2.0,2.0,85.0,2.0
1337,Built-up  Area,other,1132.0,2.0,1.0,67.0,2.0
1338,Super built-up  Area,other,1262.0,2.0,2.0,63.0,2.0
1339,Super built-up  Area,JP Nagar,940.0,2.0,1.0,49.0,2.0
1343,Built-up  Area,Electronic City,890.0,2.0,2.0,45.0,2.0
1344,Super built-up  Area,other,1655.0,3.0,2.0,86.06,3.0
1346,Super built-up  Area,Bommanahalli,1730.0,3.0,1.0,96.0,3.0
1348,Super built-up  Area,Kathriguppe,1650.0,3.0,2.0,125.0,3.0
1349,Plot  Area,KR Puram,1200.0,2.0,0.0,71.0,2.0
1350,Super built-up  Area,Hosa Road,1079.0,2.0,1.0,32.37,2.0
1351,Super built-up  Area,Panathur,1085.0,2.0,1.0,36.0,2.0
1354,Super built-up  Area,other,1380.0,2.0,1.0,80.0,2.0
1356,Super built-up  Area,Thubarahalli,1200.0,2.0,2.0,78.0,2.0
1360,Super built-up  Area,Vijayanagar,1739.0,3.0,1.0,116.0,3.0
1362,Super built-up  Area,Old Madras Road,935.0,2.0,1.0,32.72,2.0
1363,Super built-up  Area,Thanisandra,510.0,1.0,1.0,25.25,1.0
1367,Super built-up  Area,Chandapura,1065.0,2.0,1.0,33.0,3.0
1368,Super built-up  Area,2nd Phase Judicial Layout,1450.0,2.0,1.0,50.75,3.0
1372,Built-up  Area,Kothannur,1100.0,2.0,2.0,40.0,2.0
1375,Super built-up  Area,Lingadheeranahalli,1519.0,3.0,1.0,93.0,3.0
1376,Built-up  Area,Dommasandra,1267.0,3.0,2.0,56.0,3.0
1378,Super built-up  Area,Marathahalli,1146.0,2.0,1.0,70.0,2.0
1384,Carpet  Area,Electronics City Phase 1,785.0,1.0,1.0,55.0,1.0
1386,Built-up  Area,Raja Rajeshwari Nagar,1610.0,3.0,2.0,74.0,3.0
1387,Super built-up  Area,Bellandur,921.0,2.0,2.0,40.0,2.0
1391,Built-up  Area,Sarjapur,1020.0,2.0,2.0,35.0,2.0
1394,Super built-up  Area,Haralur Road,1027.0,2.0,2.0,44.0,2.0
1396,Super built-up  Area,Doddathoguru,850.0,2.0,1.0,25.0,2.0
1397,Built-up  Area,Harlur,1197.0,2.0,1.0,84.0,2.0
1399,Super built-up  Area,Poorna Pragna Layout,920.0,2.0,2.0,39.55,2.0
1401,Super built-up  Area,Raja Rajeshwari Nagar,1105.0,2.0,1.0,65.0,2.0
1403,Super built-up  Area,Judicial Layout,1300.0,3.0,1.0,64.0,3.0
1406,Built-up  Area,Horamavu Agara,755.0,2.0,1.0,37.49,2.0
1409,Built-up  Area,Bannerghatta Road,1215.0,2.0,0.0,50.0,2.0
1412,Super built-up  Area,other,1093.0,2.0,2.0,65.0,2.0
1414,Super built-up  Area,Bannerghatta Road,1654.0,3.0,2.0,100.0,3.0
1415,Super built-up  Area,NGR Layout,1105.0,2.0,1.0,52.48,2.0
1418,Super built-up  Area,Devanahalli,1010.0,2.0,1.0,51.0,2.0
1420,Carpet  Area,other,1535.0,3.0,1.0,95.0,3.0
1421,Super built-up  Area,Anekal,620.0,2.0,1.0,22.0,2.0
1422,Built-up  Area,Horamavu Agara,982.0,2.0,1.0,47.65,2.0
1423,Super built-up  Area,Banashankari Stage II,1700.0,2.0,2.0,150.0,2.0
1426,Super built-up  Area,Poorna Pragna Layout,1475.0,2.0,2.0,58.99,3.0
1428,Super built-up  Area,Yelahanka New Town,440.0,1.0,1.0,16.5,1.0
1429,Super built-up  Area,Yelahanka,1614.0,3.0,2.0,95.0,3.0
1430,Super built-up  Area,Neeladri Nagar,1363.0,2.0,2.0,68.0,2.0
1431,Built-up  Area,Kogilu,650.0,2.0,0.0,28.0,2.0
1433,Super built-up  Area,Horamavu Banaswadi,1156.0,2.0,2.0,46.0,2.0
1434,Super built-up  Area,other,1100.0,2.0,1.0,62.7,2.0
1436,Super built-up  Area,other,930.0,2.0,1.0,45.0,2.0
1438,Built-up  Area,KR Puram,1200.0,2.0,0.0,90.0,2.0
1445,Built-up  Area,HRBR Layout,1440.0,2.0,2.0,98.0,2.0
1446,Super built-up  Area,Kodichikkanahalli,650.0,1.0,2.0,38.0,1.0
1447,Super built-up  Area,Budigere,764.0,1.0,1.0,32.0,1.0
1452,Super built-up  Area,Singasandra,1030.0,2.0,2.0,55.0,2.0
1454,Built-up  Area,other,1100.0,2.0,1.0,60.0,2.0
1456,Plot  Area,Thigalarapalya,1200.0,2.0,1.0,65.0,2.0
1457,Super built-up  Area,Begur Road,1200.0,2.0,2.0,43.2,2.0
1458,Super built-up  Area,Kasturi Nagar,1080.0,2.0,2.0,80.0,2.0
1460,Super built-up  Area,Akshaya Nagar,1360.0,2.0,2.0,85.0,3.0
1461,Super built-up  Area,Jakkur,1865.0,3.0,1.0,124.0,3.0
1462,Super built-up  Area,Sarjapur  Road,1157.0,2.0,1.0,75.0,3.0
1463,Super built-up  Area,Kammasandra,674.0,2.0,1.0,29.0,2.0
1464,Super built-up  Area,Whitefield,1405.0,2.0,1.0,78.0,3.0
1465,Super built-up  Area,Begur Road,1160.0,2.0,2.0,44.08,2.0
1467,Super built-up  Area,Hebbal,1790.0,3.0,2.0,127.0,3.0
1468,Super built-up  Area,Electronic City,1128.0,2.0,1.0,65.65,2.0
1469,Super built-up  Area,Panathur,1180.0,2.0,1.0,70.0,2.0
1470,Built-up  Area,other,1450.0,2.0,2.0,85.0,3.0
1471,Built-up  Area,Kengeri,340.0,1.0,1.0,10.0,1.0
1474,Super built-up  Area,Varthur,1125.0,2.0,2.0,40.0,2.0
1475,Super built-up  Area,Vittasandra,1246.0,2.0,1.0,68.0,2.0
1476,Super built-up  Area,HSR Layout,1372.0,2.0,1.0,61.0,2.0
1477,Super built-up  Area,Uttarahalli,1330.0,2.0,1.0,56.0,3.0
1482,Super built-up  Area,Channasandra,1065.0,2.0,1.0,35.0,2.0
1484,Carpet  Area,Hebbal,687.325,2.0,0.0,42.72,2.0
1487,Built-up  Area,Electronic City,865.0,2.0,0.0,42.0,2.0
1488,Super built-up  Area,Uttarahalli,1200.0,2.0,2.0,44.0,2.0
1491,Super built-up  Area,Yelahanka,628.0,1.0,1.0,24.0,1.0
1493,Super built-up  Area,5th Phase JP Nagar,1207.0,2.0,2.0,63.0,2.0
1494,Super built-up  Area,Kalena Agrahara,1765.0,3.0,1.0,125.0,3.0
1497,Built-up  Area,other,1650.0,3.0,0.0,110.0,3.0
1499,Carpet  Area,Bhoganhalli,804.1,2.0,1.0,69.09,2.0
1500,Super built-up  Area,Doddathoguru,1200.0,2.0,2.0,75.0,2.0
1501,Super built-up  Area,Kengeri,1197.0,2.0,2.0,50.0,2.0
1502,Built-up  Area,other,1200.0,2.0,2.0,66.0,2.0
1508,Super built-up  Area,Ananth Nagar,1100.0,2.0,2.0,31.5,2.0
1510,Built-up  Area,Attibele,400.0,1.0,1.0,14.0,1.0
1511,Super built-up  Area,Dommasandra,1200.0,2.0,2.0,50.0,2.0
1512,Super built-up  Area,Whitefield,1272.0,2.0,1.0,95.05,2.0
